source_label,source_file,relation,target_label,target_file,confidence,context
focusSteerChat(),.agents/skills/impeccable/scripts/live-browser.js,calls,shouldSteerAutoFocus(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
focusSteerChat(),.agents/skills/impeccable/scripts/live-browser.js,calls,shouldFocusSteerChat(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
focusSteerChat(),.agents/skills/impeccable/scripts/live-browser.js,calls,syncPageChatVisual(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
focusSteerChat(),.agents/skills/impeccable/scripts/live-browser.js,calls,syncPageChatFocusRing(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
focusSteerChat(),.agents/skills/impeccable/scripts/live-browser.js,calls,syncPageChatChrome(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
focusSteerChat(),.agents/skills/impeccable/scripts/live-browser.js,calls,steerFocusTargetLabel(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
getVisibleVariantEl(),.agents/skills/impeccable/scripts/live-browser.js,calls,resolveSvelteComponentAnchor(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,showManualApplyBusyToast(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,readVisibleVariantFromDOM(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,isFrameworkComponentPreviewMode(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,snapshotAcceptedVariantDom(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,setLiveState(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,updateBarContent(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,saveSession(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,sendEvent(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,markSessionHandled(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,scheduleAcceptCleanup(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,showOrUpdateCyclingBar(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,calls,showToast(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideActionPicker(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,showManualApplyBusyToast(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,closeTunePopover(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,cancelEditingToPicking(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,cancelInsertConfigure(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,exitConfigureToPicking(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,createInsertPlaceholder(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideInsertLine(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,setLiveState(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideHighlight(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,clearAnnotations(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,showAnnotOverlay(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,showBar(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,startScrollTracking(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,pageHasHostTextSelection(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,showHighlight(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,hasTextRows(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,renderEditBadge(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,maybePrefetchPage(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleClick(),.agents/skills/impeccable/scripts/live-browser.js,calls,maybeWarnConditionalAncestor(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleDiscard(),.agents/skills/impeccable/scripts/live-browser.js,calls,showManualApplyBusyToast(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleDiscard(),.agents/skills/impeccable/scripts/live-browser.js,calls,sendEvent(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleDiscard(),.agents/skills/impeccable/scripts/live-browser.js,calls,markSessionHandled(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleDiscard(),.agents/skills/impeccable/scripts/live-browser.js,calls,cleanup(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleDiscard(),.agents/skills/impeccable/scripts/live-browser.js,calls,showToast(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,showManualApplyBusyToast(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,stopVoice(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,finalizeEditingPin(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,disableInlineEdit(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,stripManualEditRuntimeState(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,resetSessionFileMeta(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,buildPickedAnchorSnapshot(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,extractContext(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideAnnotOverlay(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,clearAnnotations(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,setLiveState(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,renderEditBadge(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,showBar(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,saveSession(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,sendCheckpoint(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,writeScrollY(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,startVariantObserver(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,startScrollLock(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleGo(),.agents/skills/impeccable/scripts/live-browser.js,calls,captureAndEmit(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,finalizeEditingPin(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,canCreateInsert(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,stopVoice(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,resetSessionFileMeta(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,buildInsertPlaceholderSnapshotFromDom(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,extractContext(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideAnnotOverlay(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,clearAnnotations(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,setLiveState(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,showBar(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,startScrollTracking(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,saveSession(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,sendCheckpoint(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,writeScrollY(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,startVariantObserver(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,startScrollLock(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleInsertCreate(),.agents/skills/impeccable/scripts/live-browser.js,calls,captureAndEmit(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,shouldPassthroughElementNav(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,isInlineEditActive(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,isPageEditableElement(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,showManualApplyBusyToast(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideActionPicker(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,cancelEditing(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,cancelInsertConfigure(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,exitConfigureToPicking(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,handleDiscard(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,toggleInsert(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,togglePick(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideHighlight(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,setLiveState(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,showHighlight(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,clearAnnotations(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,showAnnotOverlay(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,showBar(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,hasTextRows(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,renderEditBadge(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,startScrollTracking(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,disableInlineEdit(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,cycleVariant(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleKeyDown(),.agents/skills/impeccable/scripts/live-browser.js,calls,handleAccept(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,manualEditEventForCurrentPage(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,numberOrNull(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,updatePendingCounter(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,resetManualApplyProgress(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,updateManualApplyRepairState(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,setPendingApplyLoading(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,updateManualApplyProgressFromChunk(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,showManualApplyDecision(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,clearStoredManualApplyState(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,fetchPendingCount(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,remainingManualEditCount(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleManualEditActivity(),.agents/skills/impeccable/scripts/live-browser.js,calls,showToast(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleMouseMove(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideInsertLine(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleMouseMove(),.agents/skills/impeccable/scripts/live-browser.js,calls,detectInsertAxis(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleMouseMove(),.agents/skills/impeccable/scripts/live-browser.js,calls,layoutFlowChildren(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleMouseMove(),.agents/skills/impeccable/scripts/live-browser.js,calls,resolveInsertHover(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleMouseMove(),.agents/skills/impeccable/scripts/live-browser.js,calls,showInsertLine(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleMouseMove(),.agents/skills/impeccable/scripts/live-browser.js,calls,syncPageInteractionCursor(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleMouseMove(),.agents/skills/impeccable/scripts/live-browser.js,calls,showHighlight(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleServerLost(),.agents/skills/impeccable/scripts/live-browser.js,calls,showToast(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleServerLost(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideBar(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleServerLost(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideHighlight(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleServerLost(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideShaderOverlay(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleServerLost(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideAnnotOverlay(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleServerLost(),.agents/skills/impeccable/scripts/live-browser.js,calls,stopScrollTracking(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleServerLost(),.agents/skills/impeccable/scripts/live-browser.js,calls,stopScrollLock(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleServerLost(),.agents/skills/impeccable/scripts/live-browser.js,calls,setLiveState(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
handleServerLost(),.agents/skills/impeccable/scripts/live-browser.js,calls,saveSession(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideAnnotOverlay(),.agents/skills/impeccable/scripts/live-browser.js,calls,syncPlaceholderResizeHandles(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideBar(),.agents/skills/impeccable/scripts/live-browser.js,calls,stopVoice(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideBar(),.agents/skills/impeccable/scripts/live-browser.js,calls,clearInsertPicking(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideBar(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideActionPicker(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideBar(),.agents/skills/impeccable/scripts/live-browser.js,calls,closeTunePopover(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideBar(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideConfigureBarTooltip(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideBar(),.agents/skills/impeccable/scripts/live-browser.js,calls,restoreInlineEditDrafts(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideBar(),.agents/skills/impeccable/scripts/live-browser.js,calls,disableInlineEdit(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideCaptureChromeForShaderProxy(),.agents/skills/impeccable/scripts/live-browser.js,calls,captureChromeNodes(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideInsertLine(),.agents/skills/impeccable/scripts/live-browser.js,calls,syncPageInteractionCursor(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideParamsPanel(),.agents/skills/impeccable/scripts/live-browser.js,calls,closedClipPath(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hideParamsPanel(),.agents/skills/impeccable/scripts/live-browser.js,calls,setClipPath(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hidePendingApplyDock(),.agents/skills/impeccable/scripts/live-browser.js,calls,clearStoredManualApplyState(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hidePendingApplyDock(),.agents/skills/impeccable/scripts/live-browser.js,calls,pendingApplyLabel(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hidePendingApplyDock(),.agents/skills/impeccable/scripts/live-browser.js,calls,refreshLiveControlsForManualApply(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
highlightBold(),.agents/skills/impeccable/scripts/live-browser.js,calls,inlineMd(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hitSiblingInsertGap(),.agents/skills/impeccable/scripts/live-browser.js,calls,groupSiblingRows(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
hitSiblingInsertGap(),.agents/skills/impeccable/scripts/live-browser.js,calls,horizontalOverlap(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,initHighlight(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,initEditBadge(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,initAnnotOverlay(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,initBar(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,initActionPicker(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,initParamsPanel(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,initGlobalBar(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,attachSteerFocusDebug(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,attachSteerFocusGuard(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,initDesignPanel(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,fetchPendingCount(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,connectSSE(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,resumeSession(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,setLiveState(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,syncPageInteractionCursor(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
init(),.agents/skills/impeccable/scripts/live-browser.js,calls,syncPageChatFocus(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initActionPicker(),.agents/skills/impeccable/scripts/live-browser.js,calls,barPaletteForTheme(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initActionPicker(),.agents/skills/impeccable/scripts/live-browser.js,calls,detectPageTheme(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initActionPicker(),.agents/skills/impeccable/scripts/live-browser.js,calls,el(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initActionPicker(),.agents/skills/impeccable/scripts/live-browser.js,calls,hideActionPicker(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initActionPicker(),.agents/skills/impeccable/scripts/live-browser.js,calls,updateBarContent(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initBar(),.agents/skills/impeccable/scripts/live-browser.js,calls,barPaletteForTheme(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initBar(),.agents/skills/impeccable/scripts/live-browser.js,calls,detectPageTheme(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initDesignPanel(),.agents/skills/impeccable/scripts/live-browser.js,calls,detectPageTheme(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initDesignPanel(),.agents/skills/impeccable/scripts/live-browser.js,calls,barPaletteForTheme(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initDesignPanel(),.agents/skills/impeccable/scripts/live-browser.js,calls,designPanelCss(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initDesignPanel(),.agents/skills/impeccable/scripts/live-browser.js,calls,loadDesignPrefs(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initDesignPanel(),.agents/skills/impeccable/scripts/live-browser.js,calls,renderDesignChrome(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initDesignPanel(),.agents/skills/impeccable/scripts/live-browser.js,calls,fetchDesignSystem(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initEditBadge(),.agents/skills/impeccable/scripts/live-browser.js,calls,initEditBadgeHitProxies(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initEditBadgeHitProxies(),.agents/skills/impeccable/scripts/live-browser.js,calls,usesShadowChromeRoot(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initEditBadgeHitProxies(),.agents/skills/impeccable/scripts/live-browser.js,calls,setImportantStyle(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
initGlobalBar(),.agents/skills/impeccable/scripts/live-browser.js,calls,ensureSpinKeyframes(),.agents/skills/impeccable/scripts/live-browser.js,EXTRACTED,call
